创建时间,出口voc,出口voc前一小时平均值,进口voc,进口voc前一小时平均值,进口0出口1,数据类型,整体处理效率,企业名称,设备名称,氧气,风管内温度值,风管内湿度值,风管内风速值,出口风压值,进口风压值,风管压差,进口产生量kg,出口排放量kg,风量,处理效率,风速段,浓度时间段,时间段序号,拼接时间段,穿透率
2025-07-24 16:42:47,0.0,2.2121119151220574,82.69419299399692,71.7388211060321,0,进口浓度,1.7,连微,抽气式东星行测试,,32.54814549427008,56.998244232116605,11.94748830079038,100.2,100.6,-0.4,0.0,0.0,12456.988559282874,100.0,1,1,13,13_14,0.0
2025-07-24 16:45:58,0.0,3.524957844668985,81.30592710703439,76.60918588012012,0,进口浓度,1.7,连微,抽气式东星行测试,,34.83495922574175,56.79874338842448,12.631497666487649,100.2,100.6,-0.4,0.0,0.0,12368.357809865767,100.0,1,1,15,15_16,0.0
2025-07-24 18:11:22,0.0,3.941366779793326,86.5919084781556,80.10444384635409,0,进口浓度,1.7,连微,抽气式东星行测试,,32.591102833201326,59.08436137030407,11.0631410266842,100.2,100.6,-0.4,0.0,0.0,12948.205170784302,100.0,1,1,15,15_16,0.0
2025-07-24 18:15:06,0.0,2.155153253218279,83.29879967708898,80.81401420601155,0,进口浓度,1.7,连微,抽气式东星行测试,,33.369308070727385,57.12572193186888,12.543979568297482,100.2,100.6,-0.4,0.0,0.0,12720.924561327292,100.0,1,1,17,17_18,0.0
2025-07-24 18:22:28,0.0,2.618440107403068,82.18106310641868,73.76555054531785,0,进口浓度,1.7,连微,抽气式东星行测试,,34.81995303896079,56.90224447011069,11.697606348402614,100.2,100.6,-0.4,0.0,0.0,12933.7003747708,100.0,1,1,19,19_20,0.0
2025-07-24 18:23:48,0.0,2.5562537048106604,90.356617909127,72.9115136540986,0,进口浓度,1.7,连微,抽气式东星行测试,,34.706488983130185,57.27816511224629,12.960321074642724,100.2,100.6,-0.4,0.0,0.0,12818.377460130563,100.0,1,1,19,19_20,0.0
2025-07-24 18:29:49,0.0,4.141759417361384,75.87309181893849,77.00318749409944,0,进口浓度,1.7,连微,抽气式东星行测试,,34.55177829363455,55.31494664103678,11.826602732096518,100.2,100.6,-0.4,0.0,0.0,12717.358056250245,100.0,1,1,21,21_22,0.0
2025-07-24 18:31:21,0.0,4.545487790182085,71.23454484494245,71.74458706084275,0,进口浓度,1.7,连微,抽气式东星行测试,,34.20141026311847,60.574598081019865,11.813814903093768,100.2,100.6,-0.4,0.0,0.0,12935.032098596152,100.0,1,1,21,21_22,0.0
2025-07-24 19:45:58,0.0,3.201282057994434,91.35278058442093,78.26199751469952,0,进口浓度,1.8,连微,抽气式东星行测试,,35.50697267167169,55.0556030108806,12.13592373732899,100.2,100.6,-0.4,0.0,0.0,12107.300690773538,100.0,1,1,23,23_24,0.0
2025-07-24 19:53:08,0.0,2.381887538691309,84.91542114244123,70.75654967411973,0,进口浓度,1.8,连微,抽气式东星行测试,,35.42458601709383,60.38225657070385,12.65397965055262,100.2,100.6,-0.4,0.0,0.0,12515.280658959797,100.0,1,1,25,25_26,0.0
2025-07-24 20:03:11,0.0,3.1688958282807143,87.36126652848934,72.02105893265123,0,进口浓度,1.8,连微,抽气式东星行测试,,34.89153011360399,55.06861440516501,12.307366734140398,100.2,100.6,-0.4,0.0,0.0,12692.768590422738,100.0,1,1,27,27_28,0.0
2025-07-24 20:04:09,0.0,-0.1743440711230455,72.35582123768717,72.06966395577128,0,进口浓度,1.8,连微,抽气式东星行测试,,33.62166645187359,58.01512282743034,12.790236739632508,100.2,100.6,-0.4,0.0,0.0,12703.557035102256,100.0,1,1,27,27_28,0.0
2025-07-24 21:38:39,0.0,3.378121041435937,93.730385873428,75.71040839273961,0,进口浓度,1.8,连微,抽气式东星行测试,,34.146640633042225,55.98722293949653,12.708972014789902,100.2,100.6,-0.4,0.0,0.0,12441.84055265963,100.0,1,1,29,29_30,0.0
2025-07-24 21:44:12,0.0,1.4613579395912035,77.03769545609723,80.6926893840449,0,进口浓度,1.8,连微,抽气式东星行测试,,34.16465401631962,55.36153378790242,12.788436890676902,100.2,100.6,-0.4,0.0,0.0,12986.137248082276,100.0,1,1,31,31_32,0.0
2025-07-24 21:47:28,0.0,1.5607169311274462,95.9433347937038,82.85999136989041,0,进口浓度,1.8,连微,抽气式东星行测试,,33.5099853985204,55.4814999557762,12.928288752761372,100.2,100.6,-0.4,0.0,0.0,12874.553721690923,100.0,1,1,33,33_34,0.0
2025-07-24 21:48:51,0.0,3.207714724985188,76.63430574422561,74.87517227592589,0,进口浓度,1.8,连微,抽气式东星行测试,,35.971387104310345,57.35835179070425,11.254694174645216,100.2,100.6,-0.4,0.0,0.0,12978.724377026336,100.0,1,1,33,33_34,0.0
2025-07-24 21:53:22,0.0,3.3227337683078675,100.85367032218072,76.09550354450525,0,进口浓度,1.8,连微,抽气式东星行测试,,32.26916361155798,58.56366488487615,11.892882132497204,100.2,100.6,-0.4,0.0,0.0,12672.023636872218,100.0,1,1,35,35_36,0.0
2025-07-24 21:55:06,0.0,0.745505005350273,95.8572189951394,74.13120790363311,0,进口浓度,1.8,连微,抽气式东星行测试,,33.75585124594984,58.23855885344457,12.508771417494568,100.2,100.6,-0.4,0.0,0.0,12776.0636214647,100.0,1,1,35,35_36,0.0
2025-07-24 21:58:35,0.0,3.2716016891719315,78.21487829081177,83.5457962103244,0,进口浓度,1.8,连微,抽气式东星行测试,,34.08500421705969,57.48136123868082,11.550307841017212,100.2,100.6,-0.4,0.0,0.0,12556.718118105236,100.0,1,1,37,37_38,0.0
2025-07-24 23:57:26,0.0,0.5391334632055189,66.06109447125219,64.58187941043812,0,进口浓度,1.8,连微,抽气式东星行测试,,33.79914730331699,57.22646496113229,12.071271072694431,100.2,100.6,-0.4,0.0,0.0,12829.406285215033,100.0,1,1,39,39_40,0.0
2025-07-25 00:01:13,0.0,2.2354044604977696,86.06077818795355,72.93558804424595,0,进口浓度,1.8,连微,抽气式东星行测试,,34.78250514281993,59.22261149605422,11.79326411955247,100.2,100.6,-0.4,0.0,0.0,12239.330958963032,100.0,1,1,41,41_42,0.0
2025-07-25 00:02:24,0.0,2.107735781456192,89.18679088858465,71.40746476958718,0,进口浓度,1.8,连微,抽气式东星行测试,,33.28093313915522,56.21876494753532,11.625844037740382,100.2,100.6,-0.4,0.0,0.0,12045.715447981094,100.0,1,1,43,43_44,0.0
2025-07-25 00:04:30,0.0,2.183091003575055,91.2034683936672,63.95337408650267,0,进口浓度,1.8,连微,抽气式东星行测试,,34.213246254168695,58.50419139470799,12.440023875498444,100.2,100.6,-0.4,0.0,0.0,12295.192287507738,100.0,1,1,43,43_44,0.0
2025-07-25 00:06:59,0.0,2.7755396075691308,69.48028287706776,73.69441048528863,0,进口浓度,1.8,连微,抽气式东星行测试,,35.828947575650574,58.14366649242448,12.678136987189909,100.2,100.6,-0.4,0.0,0.0,12074.330411443025,100.0,1,1,45,45_46,0.0
2025-07-25 00:09:13,0.0,-0.5878609345052519,83.42030183502571,63.855013320897854,0,进口浓度,1.8,连微,抽气式东星行测试,,32.54996612198784,58.78420988759846,11.135935883330845,100.2,100.6,-0.4,0.0,0.0,12151.029646464744,100.0,1,1,45,45_46,0.0
2025-07-25 00:12:07,0.0,0.863435521578765,79.2386717931066,63.95843655251636,0,进口浓度,1.8,连微,抽气式东星行测试,,34.88877088650288,58.21442861754355,11.57337707306657,100.2,100.6,-0.4,0.0,0.0,12502.216032245437,100.0,1,1,47,47_48,0.0
2025-07-25 01:30:33,0.0,1.215800581726661,78.96931264835673,61.1421525255544,0,进口浓度,1.9,连微,抽气式东星行测试,,35.38131917816131,58.86944345165981,11.66254123398448,100.2,100.6,-0.4,0.0,0.0,12977.32922328979,100.0,1,1,49,49_50,0.0
2025-07-25 01:33:40,0.0,-1.0188137732154556,61.52115027598662,68.52219871534335,0,进口浓度,1.9,连微,抽气式东星行测试,,35.28360955114055,60.57324964151997,11.598553779161724,100.2,100.6,-0.4,0.0,0.0,12563.958199623765,100.0,1,1,51,51_52,0.0
2025-07-25 01:36:29,0.0,1.3862462266697717,59.88314426795692,63.77388628235276,0,进口浓度,1.9,连微,抽气式东星行测试,,32.39074314943219,56.39286402636802,11.15203649313141,100.2,100.6,-0.4,0.0,0.0,12605.168743200642,100.0,1,1,53,53_54,0.0
2025-07-25 01:37:52,0.0,0.7868546298273549,74.55270790224687,70.00449657251193,0,进口浓度,1.9,连微,抽气式东星行测试,,33.30550658791142,58.80473768442841,12.567096277960925,100.2,100.6,-0.4,0.0,0.0,12450.550194759691,100.0,1,1,53,53_54,0.0
2025-07-25 01:42:43,0.0,2.1762608910200463,58.38715517645221,64.76264995045933,0,进口浓度,1.9,连微,抽气式东星行测试,,35.045385964803884,55.61338848467948,11.174594464710232,100.2,100.6,-0.4,0.0,0.0,12430.97951597604,100.0,1,1,55,55_56,0.0
2025-07-25 01:42:48,0.0,0.4541833752920714,72.82443163124182,61.34822057391263,0,进口浓度,1.9,连微,抽气式东星行测试,,32.35847536784155,58.32531883238544,12.193849110574185,100.2,100.6,-0.4,0.0,0.0,12784.438724252808,100.0,1,1,55,55_56,0.0
2025-07-25 01:45:29,0.0,1.1456839488284627,72.7231729090925,62.01030875294797,0,进口浓度,1.9,连微,抽气式东星行测试,,33.07567585412059,56.61044078289527,11.291869641293095,100.2,100.6,-0.4,0.0,0.0,12167.207400759133,100.0,1,1,57,57_58,0.0
2025-07-25 03:36:11,0.0,-1.055502113686941,94.9789999990254,69.06891564220463,0,进口浓度,1.9,连微,抽气式东星行测试,,35.78911568806446,56.20510893221243,11.628366562390882,100.2,100.6,-0.4,0.0,0.0,12964.574623094792,100.0,1,1,59,59_60,0.0
2025-07-25 03:43:29,0.0,1.2334682050242538,80.50385072035276,70.24681363154284,0,进口浓度,1.9,连微,抽气式东星行测试,,33.165324831941184,59.15701167594606,12.637931136008916,100.2,100.6,-0.4,0.0,0.0,12795.656835995956,100.0,1,1,61,61_62,0.0
2025-07-25 03:46:51,0.0,0.3169387990905049,94.7694261123168,69.87031506174749,0,进口浓度,1.9,连微,抽气式东星行测试,,34.02645057211804,60.52235310686977,12.383417731796214,100.2,100.6,-0.4,0.0,0.0,12543.645203387478,100.0,1,1,63,63_64,0.0
2025-07-25 03:51:24,0.0,-0.1618820279349603,87.87778836069609,74.81727924206274,0,进口浓度,1.9,连微,抽气式东星行测试,,34.14762394409835,58.829082202065045,11.169963868101975,100.2,100.6,-0.4,0.0,0.0,12768.95404792004,100.0,1,1,63,63_64,0.0
2025-07-25 14:00:21,0.0,1.856302684198904,100.30402210834866,81.08180232307251,0,进口浓度,1.9,连微,抽气式东星行测试,,35.99081090165861,57.89662650694919,11.590864441036812,100.2,100.6,-0.4,0.0,0.0,12920.547544671055,100.0,1,1,65,65_66,0.0
2025-07-25 14:07:42,0.0,2.2947539643126094,81.79730923518021,88.8735774631593,0,进口浓度,1.9,连微,抽气式东星行测试,,34.96195793878773,58.09596341138124,12.10382057965004,100.2,100.6,-0.4,0.0,0.0,12330.989655553169,100.0,1,1,67,67_68,0.0
2025-07-25 14:11:06,0.0,0.8928535068067001,103.3504638179997,83.8698814093068,0,进口浓度,1.9,连微,抽气式东星行测试,,32.01780017330454,56.28877663042178,11.556689661030852,100.2,100.6,-0.4,0.0,0.0,12703.7597433383,100.0,1,1,69,69_70,0.0
2025-07-25 14:14:05,0.0,1.4039450821177912,107.96054019686376,87.56937656714047,0,进口浓度,1.9,连微,抽气式东星行测试,,34.147556042282574,57.19475817647509,11.39414855029509,100.2,100.6,-0.4,0.0,0.0,12113.954970705165,100.0,1,1,69,69_70,0.0
2025-07-25 16:27:40,0.0,0.5495170799920831,81.4875677925964,75.05384579391325,0,进口浓度,2.0,连微,抽气式东星行测试,,35.72277975082098,56.03940881289151,11.333731047654778,100.2,100.6,-0.4,0.0,0.0,12288.834774049346,100.0,1,1,71,71_72,0.0
2025-07-25 16:29:31,0.0,-0.7178819748136428,88.6066436735328,66.18918669534715,0,进口浓度,2.0,连微,抽气式东星行测试,,32.89937366657283,56.73202186084728,12.561480394859933,100.2,100.6,-0.4,0.0,0.0,12565.65046118586,100.0,1,1,73,73_74,0.0
2025-07-25 16:31:32,0.0,1.4400165235692333,83.05664197939277,70.27590162405615,0,进口浓度,2.0,连微,抽气式东星行测试,,32.87416774004029,57.55092812042309,12.471977395267348,100.2,100.6,-0.4,0.0,0.0,12653.671702380072,100.0,1,1,75,75_76,0.0
2025-07-25 16:33:59,0.0,1.899239385107537,74.16007643903595,66.18453978125838,0,进口浓度,2.0,连微,抽气式东星行测试,,33.05126089896491,60.173197752985146,11.173966011987178,100.2,100.6,-0.4,0.0,0.0,12865.290470376296,100.0,1,1,75,75_76,0.0
2025-07-25 16:39:07,0.0,-0.4294612083037722,96.61980425190126,71.58959162490237,0,进口浓度,2.0,连微,抽气式东星行测试,,35.8095893817549,58.08648993010021,12.80031057714372,100.2,100.6,-0.4,0.0,0.0,12815.18090587277,100.0,1,1,77,77_78,0.0
2025-07-25 16:40:27,0.0,1.4003765459564637,69.71931453144879,69.97819805783391,0,进口浓度,2.0,连微,抽气式东星行测试,,32.23714354611892,56.66394121350561,12.311792554361942,100.2,100.6,-0.4,0.0,0.0,12701.426527396432,100.0,1,1,77,77_78,0.0
2025-07-25 18:23:17,0.0,1.83871848938657,69.43555768804914,77.77818642642717,0,进口浓度,2.0,连微,抽气式东星行测试,,34.92372774994821,57.750695540078304,12.328287641663684,100.2,100.6,-0.4,0.0,0.0,12358.222729340989,100.0,1,1,79,79_80,0.0
2025-07-25 18:31:29,0.0,-0.7608739554426092,80.50994880529312,79.02746216031844,0,进口浓度,2.0,连微,抽气式东星行测试,,33.76514379550571,55.00405558907263,12.916063538607943,100.2,100.6,-0.4,0.0,0.0,12202.3182063974,100.0,1,1,81,81_82,0.0
2025-07-25 18:38:56,0.0,2.3573784029784286,77.06034361314514,72.10619695262572,0,进口浓度,2.0,连微,抽气式东星行测试,,33.58536626772893,56.833055469065386,12.398882743049146,100.2,100.6,-0.4,0.0,0.0,12234.14384148442,100.0,1,1,83,83_84,0.0
2025-07-25 18:39:33,0.0,1.556969486691974,89.69351950615597,70.46180919794953,0,进口浓度,2.0,连微,抽气式东星行测试,,33.90722683304366,55.79619875223992,11.452381722918812,100.2,100.6,-0.4,0.0,0.0,12679.98272512158,100.0,1,1,83,83_84,0.0
2025-07-25 19:47:32,0.0,1.9863717824359268,86.32734706355879,81.70951560741035,0,进口浓度,2.1,连微,抽气式东星行测试,,32.49262888996523,59.38005489337587,11.70307128076626,100.2,100.6,-0.4,0.0,0.0,12429.38874151188,100.0,1,1,85,85_86,0.0
2025-07-25 19:56:49,0.0,1.5751121269068569,101.83978022334212,82.70279495590611,0,进口浓度,2.1,连微,抽气式东星行测试,,33.54354229905437,56.44649053363126,12.276164659767296,100.2,100.6,-0.4,0.0,0.0,12071.012001695382,100.0,1,1,87,87_88,0.0
2025-07-25 20:06:54,0.0,0.2840585039393001,84.08758723287202,90.18304684002976,0,进口浓度,2.1,连微,抽气式东星行测试,,32.29196736266283,58.524180981555546,11.027586851450582,100.2,100.6,-0.4,0.0,0.0,12215.742938517236,100.0,1,1,89,89_90,0.0
2025-07-25 20:09:18,0.0,2.194719987788498,105.50085173161264,84.2891344305039,0,进口浓度,2.1,连微,抽气式东星行测试,,33.14595120038303,59.27577445660751,12.534220001331448,100.2,100.6,-0.4,0.0,0.0,12423.575235171696,100.0,1,1,89,89_90,0.0
2025-07-25 22:20:01,0.0,1.0322094422774963,77.48901170919815,59.45164157954578,0,进口浓度,2.1,连微,抽气式东星行测试,,32.050659886237995,55.823270784385485,11.022701206264388,100.2,100.6,-0.4,0.0,0.0,12496.412932522717,100.0,1,1,91,91_92,0.0
2025-07-25 22:27:10,0.0,0.4431275177038875,71.33203073286793,58.24957365154204,0,进口浓度,2.1,连微,抽气式东星行测试,,35.43743913074989,56.00128835593258,11.314619962202253,100.2,100.6,-0.4,0.0,0.0,12773.328953257984,100.0,1,1,93,93_94,0.0
2025-07-25 22:34:29,0.0,2.080906181039949,68.40918999559062,59.484791880802334,0,进口浓度,2.1,连微,抽气式东星行测试,,35.8413685815777,55.21218144384912,12.606230972915109,100.2,100.6,-0.4,0.0,0.0,12714.020801638557,100.0,1,1,95,95_96,0.0
2025-07-25 22:35:03,0.0,-0.7019387447296975,73.39756950797627,60.17781437669025,0,进口浓度,2.1,连微,抽气式东星行测试,,35.66341905952358,56.91961082538625,12.651993991105066,100.2,100.6,-0.4,0.0,0.0,12571.535962617458,100.0,1,1,95,95_96,0.0
2025-07-26 00:07:04,0.0,-1.594151837857689,103.72755699280198,80.04159014356227,0,进口浓度,2.1,连微,抽气式东星行测试,,35.39602395111569,59.36329023424584,11.20789803870312,100.2,100.6,-0.4,0.0,0.0,12529.814489060012,100.0,1,1,97,97_98,0.0
2025-07-26 00:10:05,0.0,0.6712829131568331,70.83352029151433,77.81838042615215,0,进口浓度,2.1,连微,抽气式东星行测试,,35.85687309893096,56.42063040845138,11.52198187784722,100.2,100.6,-0.4,0.0,0.0,12315.00891540976,100.0,1,1,99,99_100,0.0
2025-07-26 00:12:48,0.0,-0.9783577947122531,89.14377630410375,75.11230144879997,0,进口浓度,2.1,连微,抽气式东星行测试,,33.86422044974665,57.43907531145528,12.071849098180047,100.2,100.6,-0.4,0.0,0.0,12964.634722250228,100.0,1,1,101,101_102,0.0
2025-07-26 00:12:55,0.0,-0.3667691271499816,79.45737720121896,76.11863091094938,0,进口浓度,2.1,连微,抽气式东星行测试,,32.47965422542158,55.945692262393095,12.37210968590103,100.2,100.6,-0.4,0.0,0.0,12826.38668793965,100.0,1,1,101,101_102,0.0
2025-07-26 00:16:01,0.0,1.6155870137754005,82.68415468002563,74.86648203453352,0,进口浓度,2.1,连微,抽气式东星行测试,,32.04782769267765,59.98223399136781,12.965134474967243,100.2,100.6,-0.4,0.0,0.0,12130.715237543978,100.0,1,1,103,103_104,0.0
2025-07-26 00:17:37,0.0,-0.1110410247360093,101.16688583287034,79.77152712784054,0,进口浓度,2.1,连微,抽气式东星行测试,,34.57874006283401,58.49394280848438,11.517641304693052,100.2,100.6,-0.4,0.0,0.0,12812.747091613614,100.0,1,1,103,103_104,0.0
2025-07-26 00:21:42,0.0,0.2439796880077628,73.93775097499247,75.14844372909286,0,进口浓度,2.1,连微,抽气式东星行测试,,34.295536799226895,59.9301124091937,11.78999737644384,100.2,100.6,-0.4,0.0,0.0,12029.482293000292,100.0,1,1,105,105_106,0.0
2025-07-26 02:11:21,0.0,0.0769392847853241,82.98843445636237,78.37327400867979,0,进口浓度,2.2,连微,抽气式东星行测试,,35.18879176753205,56.49488653082047,12.988174554737927,100.2,100.6,-0.4,0.0,0.0,12543.65668292974,100.0,1,1,105,105_106,0.0
2025-07-26 02:15:12,0.0,0.7359556794049068,83.62806355783839,74.27437003150379,0,进口浓度,2.2,连微,抽气式东星行测试,,32.638499233130645,56.48714232400944,11.482305590309604,100.2,100.6,-0.4,0.0,0.0,12533.68956458781,100.0,1,1,107,107_108,0.0
2025-07-26 02:21:26,0.0,-0.9051518745392454,96.930576432059,74.31226007972005,0,进口浓度,2.2,连微,抽气式东星行测试,,33.27201747316749,59.42863060672402,11.717566265374124,100.2,100.6,-0.4,0.0,0.0,12591.562494845735,100.0,1,1,109,109_110,0.0
2025-07-26 02:23:45,0.0,-0.1932714060676476,89.50653954645266,77.62326240655774,0,进口浓度,2.2,连微,抽气式东星行测试,,32.56840916166034,60.69021103627534,12.673393681466672,100.2,100.6,-0.4,0.0,0.0,12810.401163113314,100.0,1,1,109,109_110,0.0
2025-07-26 02:29:37,0.0,1.2187853669292967,74.31081993738499,73.36327539580758,0,进口浓度,2.2,连微,抽气式东星行测试,,32.44368236799481,58.15776927146328,11.729779704817515,100.2,100.6,-0.4,0.0,0.0,12072.531606060198,100.0,1,1,111,111_112,0.0
2025-07-26 02:30:14,0.0,1.0485582111953362,91.22541983192818,77.80691538401135,0,进口浓度,2.2,连微,抽气式东星行测试,,33.34624428456322,56.93561922623746,12.951721342764852,100.2,100.6,-0.4,0.0,0.0,12732.35202542464,100.0,1,1,111,111_112,0.0
2025-07-26 04:25:54,0.0,4.02027578735793,77.10222964372367,74.94728574197424,0,进口浓度,2.2,连微,抽气式东星行测试,,32.12953097170835,58.61433200470583,12.84207643283616,100.2,100.6,-0.4,0.0,0.0,12967.531685615935,100.0,1,1,111,111_112,0.0
2025-07-26 04:30:16,0.0,1.0697750313382666,63.4764255534634,66.37579235124502,0,进口浓度,2.2,连微,抽气式东星行测试,,32.00512462997876,57.31562258772046,12.465168988997537,100.2,100.6,-0.4,0.0,0.0,12969.101825105685,100.0,1,1,113,113_114,0.0
2025-07-26 04:32:25,0.0,0.6937693121613608,85.65117273209825,66.03254023471247,0,进口浓度,2.2,连微,抽气式东星行测试,,35.38304993609824,56.76945167869678,11.637433815913315,100.2,100.6,-0.4,0.0,0.0,12951.66213143412,100.0,1,1,115,115_116,0.0
2025-07-26 04:33:03,0.0,0.7235640777721701,67.77585290265506,69.0500251798987,0,进口浓度,2.2,连微,抽气式东星行测试,,34.92794034108527,58.28227755167339,12.796248346239947,100.2,100.6,-0.4,0.0,0.0,12093.104685380687,100.0,1,1,115,115_116,0.0
2025-07-26 04:35:55,0.0,0.2416850373214467,72.63865742310425,71.01314441767614,0,进口浓度,2.2,连微,抽气式东星行测试,,35.3594180193826,55.92153960710041,11.721657842454546,100.2,100.6,-0.4,0.0,0.0,12427.605957445714,100.0,1,1,117,117_118,0.0
2025-07-26 04:37:36,0.0,2.691224169206878,73.60552193980492,71.29760161923642,0,进口浓度,2.2,连微,抽气式东星行测试,,32.79869920304378,55.15441415639012,11.341664383384446,100.2,100.6,-0.4,0.0,0.0,12291.811466046109,100.0,1,1,117,117_118,0.0
2025-07-26 04:41:13,0.0,3.585114036165563,68.62435301066951,68.98946298841818,0,进口浓度,2.2,连微,抽气式东星行测试,,33.78310108317783,56.57977580009731,11.9301159123093,100.2,100.6,-0.4,0.0,0.0,12226.242280282668,100.0,1,1,119,119_120,0.0
2025-07-26 14:26:20,0.0,3.364977817222748,94.35356269050212,78.97630234870302,0,进口浓度,2.3,连微,抽气式东星行测试,,32.847560638441465,56.15635650424001,11.085351801266892,100.2,100.6,-0.4,0.0,0.0,12078.36852213949,100.0,1,1,121,121_122,0.0
2025-07-26 14:32:57,0.0,2.6954745288114235,94.90680993763192,78.42984290053515,0,进口浓度,2.3,连微,抽气式东星行测试,,32.59856927836537,58.39956356233064,12.165354173755308,100.2,100.6,-0.4,0.0,0.0,12964.831664708629,100.0,1,1,123,123_124,0.0
2025-07-26 14:37:10,0.0,1.8568248443038249,96.8729084471618,82.03512063426517,0,进口浓度,2.3,连微,抽气式东星行测试,,32.68879891262693,57.41784375058946,12.236488977203596,100.2,100.6,-0.4,0.0,0.0,12680.81286321328,100.0,1,1,125,125_126,0.0
2025-07-26 14:39:42,0.0,1.1519028620337046,86.87200522250046,86.09423079101201,0,进口浓度,2.3,连微,抽气式东星行测试,,34.76205501668392,55.295745853144666,11.950436382306144,100.2,100.6,-0.4,0.0,0.0,12268.58435494476,100.0,1,1,125,125_126,0.0
2025-07-26 15:46:49,0.0,2.422266073435731,86.67628084213976,69.9908348188783,0,进口浓度,2.3,连微,抽气式东星行测试,,35.67212427736447,59.22780367132022,11.547954996948718,100.2,100.6,-0.4,0.0,0.0,12823.506291689117,100.0,1,1,127,127_128,0.0
2025-07-26 15:50:55,0.0,3.713337272219817,68.36161244380688,75.07552423962005,0,进口浓度,2.3,连微,抽气式东星行测试,,35.42844474975321,58.88427935056889,12.35539049218194,100.2,100.6,-0.4,0.0,0.0,12269.083579268958,100.0,1,1,129,129_130,0.0
2025-07-26 15:51:04,0.0,2.4338667935812195,65.5617229216348,73.47720383955236,0,进口浓度,2.3,连微,抽气式东星行测试,,33.221838793538225,60.80214666021026,12.285480622580328,100.2,100.6,-0.4,0.0,0.0,12423.80680065962,100.0,1,1,131,131_132,0.0
2025-07-26 15:52:49,0.0,2.819141825226939,73.64126169220995,67.94633524037626,0,进口浓度,2.3,连微,抽气式东星行测试,,33.86679206198886,59.06317693832388,12.648621642941327,100.2,100.6,-0.4,0.0,0.0,12397.15253997212,100.0,1,1,131,131_132,0.0
2025-07-26 15:58:07,0.0,2.02402221355524,71.46364073773711,73.08109203063373,0,进口浓度,2.3,连微,抽气式东星行测试,,35.59874817898198,59.83257893580118,12.604727488905624,100.2,100.6,-0.4,0.0,0.0,12600.033301145571,100.0,1,1,133,133_134,0.0
