创建时间,出口voc,出口voc前一小时平均值,进口voc,进口voc前一小时平均值,进口0出口1,数据类型,整体处理效率,企业名称,设备名称,氧气,风管内温度值,风管内湿度值,风管内风速值,出口风压值,进口风压值,风管压差,进口产生量kg,出口排放量kg,风量,处理效率,风速段,穿透率,浓度时间段,时间段序号,拼接时间段
2025-07-24 16:27:27,0.0,4.0384009806571015,75.76724591344843,76.11523576311555,0,进口浓度,1.7,连微,抽气式东星行测试,,35.21875261686293,59.10994504717406,1.4531178198749817,100.2,100.6,-0.4,0.0,0.0,12072.973025505346,94.09239702659053,1,0.05907602973409467,1.0,1.0,1_2
2025-07-24 16:27:57,0.1054571893110913,2.125908337966883,0.0,67.55760704292786,1,出口浓度,1.7,连微,抽气式东星行测试,,32.816092054253595,58.63996157692382,1.1632450535920136,100.2,100.6,-0.4,0.0,0.0,12718.362885112438,94.09239702659053,1,0.05907602973409467,2.0,2.0,1_2
2025-07-24 16:29:02,8.846598955595594,5.340520105933699,0.0,61.901847386048296,1,出口浓度,1.7,连微,抽气式东星行测试,,33.482160792201164,58.36990729449022,1.480688939876499,100.2,100.6,-0.4,0.0,0.0,12466.472567040635,94.09239702659053,1,0.05907602973409467,2.0,2.0,1_2
2025-07-24 16:30:36,0.0,0.5990469110817678,77.6691917899068,74.18790763106038,0,进口浓度,1.7,连微,抽气式东星行测试,,33.536599334006425,58.69226466498381,1.3164836733238383,100.2,100.6,-0.4,0.0,0.0,12865.307501720716,99.87280950583009,1,0.001271904941699146,1.0,3.0,3_4
2025-07-24 16:30:43,0.0987878288553612,1.4528902632515868,0.0,69.05258156750766,1,出口浓度,1.7,连微,抽气式东星行测试,,33.25085968344909,59.57872825083177,1.1461157496210064,100.2,100.6,-0.4,0.0,0.0,12514.724839231483,99.87280950583009,1,0.001271904941699146,2.0,4.0,3_4
2025-07-24 16:34:43,0.0,0.3045054937048861,77.81759656880604,80.73811562205373,0,进口浓度,1.7,连微,抽气式东星行测试,,34.021777852095084,60.800119783314855,0.8100123396800842,100.2,100.6,-0.4,0.0,0.0,12352.895088856356,96.53393561948671,1,0.034660643805132896,1.0,5.0,5_6
2025-07-24 16:36:04,0.0,2.191377114940188,74.56373651970006,80.10918234504337,0,进口浓度,1.7,连微,抽气式东星行测试,,34.61704014755847,57.82352112020917,0.845022486275983,100.2,100.6,-0.4,0.0,0.0,12847.172365393468,96.53393561948671,1,0.034660643805132896,1.0,5.0,5_6
2025-07-24 16:37:59,1.7502654370214867,4.783009723955974,0.0,71.44971797496038,1,出口浓度,1.7,连微,抽气式东星行测试,,35.05542705664796,57.195624115105375,1.1925318125027078,100.2,100.6,-0.4,0.0,0.0,12570.28164388103,96.53393561948671,1,0.034660643805132896,2.0,6.0,5_6
2025-07-24 16:40:04,3.5313696717105345,-0.0705341630985318,0.0,67.87767742718138,1,出口浓度,1.7,连微,抽气式东星行测试,,35.05761645882896,56.67832406574389,1.4949445734707614,100.2,100.6,-0.4,0.0,0.0,12680.39864011886,96.53393561948671,1,0.034660643805132896,2.0,6.0,5_6
2025-07-24 16:40:17,0.0,1.7874151517539103,101.10826801206191,79.23475986517082,0,进口浓度,1.7,连微,抽气式东星行测试,,33.35634119981026,60.63369140173225,0.9060332325967256,100.2,100.6,-0.4,0.0,0.0,12199.05788155245,95.49822337708589,1,0.04501776622914108,1.0,7.0,7_8
2025-07-24 16:42:47,0.0,2.2121119151220574,82.69419299399692,71.7388211060321,0,进口浓度,1.7,连微,抽气式东星行测试,,32.54814549427008,56.998244232116605,0.8481875508720191,100.2,100.6,-0.4,0.0,0.0,12456.988559282874,95.49822337708589,1,0.04501776622914108,1.0,7.0,7_8
2025-07-24 16:43:50,4.137188110955788,2.5813097313279405,0.0,65.05704252339453,1,出口浓度,1.7,连微,抽气式东星行测试,,34.452272484258714,55.97501227526163,1.2166443023082352,100.2,100.6,-0.4,0.0,0.0,12739.319360573603,95.49822337708589,1,0.04501776622914108,2.0,8.0,7_8
2025-07-24 16:45:58,0.0,3.524957844668985,81.30592710703439,76.60918588012012,0,进口浓度,1.7,连微,抽气式东星行测试,,34.83495922574175,56.79874338842448,1.0689428635554037,100.2,100.6,-0.4,0.0,0.0,12368.357809865767,93.55588148134102,1,0.06444118518658987,1.0,9.0,9_10
2025-07-24 18:11:22,0.0,3.941366779793326,86.5919084781556,80.10444384635409,0,进口浓度,1.7,连微,抽气式东星行测试,,32.591102833201326,59.08436137030407,0.9565302380290228,100.2,100.6,-0.4,0.0,0.0,12948.205170784302,93.55588148134102,1,0.06444118518658987,1.0,9.0,9_10
2025-07-24 18:13:10,0.1063501120994658,1.0088507075522646,0.0,65.19043315448609,1,出口浓度,1.7,连微,抽气式东星行测试,,32.60572503247738,59.14300156551116,1.022331041332638,100.2,100.6,-0.4,0.0,0.0,12774.97230180709,93.55588148134102,1,0.06444118518658987,2.0,10.0,9_10
2025-07-24 18:14:32,10.71318540327338,5.310250130124677,0.0,61.167853995583314,1,出口浓度,1.7,连微,抽气式东星行测试,,32.55232994314084,56.244050229827465,0.913117491302046,100.2,100.6,-0.4,0.0,0.0,12662.22679971435,93.55588148134102,1,0.06444118518658987,2.0,10.0,9_10
2025-07-24 18:15:06,0.0,2.155153253218279,83.29879967708898,80.81401420601155,0,进口浓度,1.7,连微,抽气式东星行测试,,33.369308070727385,57.12572193186888,0.9961053232238164,100.2,100.6,-0.4,0.0,0.0,12720.924561327292,91.92537223264675,1,0.08074627767353248,1.0,11.0,11_12
2025-07-24 18:18:24,6.726068008598185,5.0551063626915145,0.0,69.93257870061242,1,出口浓度,1.7,连微,抽气式东星行测试,,32.76905667654685,56.47911481316416,1.4029116499022154,100.2,100.6,-0.4,0.0,0.0,12224.867037992815,91.92537223264675,1,0.08074627767353248,2.0,12.0,11_12
2025-07-24 18:22:28,0.0,2.618440107403068,82.18106310641868,73.76555054531785,0,进口浓度,1.7,连微,抽气式东星行测试,,34.81995303896079,56.90224447011069,1.378702847130956,100.2,100.6,-0.4,0.0,0.0,12933.7003747708,91.26837634320086,1,0.08731623656799131,1.0,13.0,13_14
2025-07-24 18:23:48,0.0,2.5562537048106604,90.356617909127,72.9115136540986,0,进口浓度,1.7,连微,抽气式东星行测试,,34.706488983130185,57.27816511224629,1.3246256220083945,100.2,100.6,-0.4,0.0,0.0,12818.377460130563,91.26837634320086,1,0.08731623656799131,1.0,13.0,13_14
2025-07-24 18:25:52,11.158690058331633,5.7229215062520105,0.0,64.81859585123937,1,出口浓度,1.7,连微,抽气式东星行测试,,33.15052136645656,59.28484772499037,1.4497297440544303,100.2,100.6,-0.4,0.0,0.0,12442.376111864836,91.26837634320086,1,0.08731623656799131,2.0,14.0,13_14
2025-07-24 18:27:09,3.9066509141143753,2.107634545716168,0.0,68.78860019869084,1,出口浓度,1.7,连微,抽气式东星行测试,,35.73209573513323,59.17702780388093,1.492665746760971,100.2,100.6,-0.4,0.0,0.0,12615.677034414492,91.26837634320086,1,0.08731623656799131,2.0,14.0,13_14
2025-07-24 18:29:49,0.0,4.141759417361384,75.87309181893849,77.00318749409944,0,进口浓度,1.7,连微,抽气式东星行测试,,34.55177829363455,55.31494664103678,1.2501288105350488,100.2,100.6,-0.4,0.0,0.0,12717.358056250245,87.2679393950196,1,0.12732060604980402,1.0,15.0,15_16
2025-07-24 18:31:21,0.0,4.545487790182085,71.23454484494245,71.74458706084275,0,进口浓度,1.7,连微,抽气式东星行测试,,34.20141026311847,60.574598081019865,1.3623233152733434,100.2,100.6,-0.4,0.0,0.0,12935.032098596152,87.2679393950196,1,0.12732060604980402,1.0,15.0,15_16
2025-07-24 18:31:46,9.364916727299846,3.759917625157968,0.0,63.36264901403403,1,出口浓度,1.7,连微,抽气式东星行测试,,35.85565615556374,56.927006212715,1.285889084248528,100.2,100.6,-0.4,0.0,0.0,12907.936958735623,87.2679393950196,1,0.12732060604980402,2.0,16.0,15_16
2025-07-24 19:45:58,0.0,3.201282057994434,91.35278058442093,78.26199751469952,0,进口浓度,1.8,连微,抽气式东星行测试,,35.50697267167169,55.0556030108806,1.1391269872916667,100.2,100.6,-0.4,0.0,0.0,12107.300690773538,94.61164344115865,1,0.05388356558841341,1.0,17.0,17_18
2025-07-24 19:46:23,9.750290077936247,0.2292210189689747,0.0,73.60479199762854,1,出口浓度,1.8,连微,抽气式东星行测试,,34.1732019342279,57.96347452205092,1.3341013424649688,100.2,100.6,-0.4,0.0,0.0,12851.059738577997,94.61164344115865,1,0.05388356558841341,2.0,18.0,17_18
2025-07-24 19:52:36,0.0945370106729217,-0.802268329010376,0.0,60.37910867684479,1,出口浓度,1.8,连微,抽气式东星行测试,,33.835657884129446,56.54358928137712,1.4590692380352943,100.2,100.6,-0.4,0.0,0.0,12736.617895492256,94.61164344115865,1,0.05388356558841341,2.0,18.0,17_18
2025-07-24 19:53:08,0.0,2.381887538691309,84.91542114244123,70.75654967411973,0,进口浓度,1.8,连微,抽气式东星行测试,,35.42458601709383,60.38225657070385,1.229805545241908,100.2,100.6,-0.4,0.0,0.0,12515.280658959797,99.88611169728333,1,0.0011388830271667086,1.0,19.0,19_20
2025-07-24 19:59:29,0.0967087318838394,2.5373862253284227,0.0,60.735699692966406,1,出口浓度,1.8,连微,抽气式东星行测试,,32.5624475025372,56.941610020510495,1.4568614712405743,100.2,100.6,-0.4,0.0,0.0,12260.785277065444,99.88611169728333,1,0.0011388830271667086,2.0,20.0,19_20
2025-07-24 20:03:11,0.0,3.1688958282807143,87.36126652848934,72.02105893265123,0,进口浓度,1.8,连微,抽气式东星行测试,,34.89153011360399,55.06861440516501,0.9086011845787594,100.2,100.6,-0.4,0.0,0.0,12692.768590422738,99.88256595725534,1,0.001174340427446706,1.0,21.0,21_22
2025-07-24 20:04:09,0.0,-0.1743440711230455,72.35582123768717,72.06966395577128,0,进口浓度,1.8,连微,抽气式东星行测试,,33.62166645187359,58.01512282743034,1.1283798174618822,100.2,100.6,-0.4,0.0,0.0,12703.557035102256,99.88256595725534,1,0.001174340427446706,1.0,21.0,21_22
2025-07-24 20:07:55,0.0937811165589374,-0.7736544200626452,0.0,72.43728664981913,1,出口浓度,1.8,连微,抽气式东星行测试,,33.18015040062499,58.68775268886309,1.1042874145308423,100.2,100.6,-0.4,0.0,0.0,12133.568782196804,99.88256595725534,1,0.001174340427446706,2.0,22.0,21_22
2025-07-24 21:38:39,0.0,3.378121041435937,93.730385873428,75.71040839273961,0,进口浓度,1.8,连微,抽气式东星行测试,,34.146640633042225,55.98722293949653,0.819132529308862,100.2,100.6,-0.4,0.0,0.0,12441.84055265963,95.5185174531444,1,0.04481482546855601,1.0,23.0,23_24
2025-07-24 21:41:13,5.260167096408038,3.2888972476201914,0.0,69.7668835609196,1,出口浓度,1.8,连微,抽气式东星行测试,,35.59555740685389,57.672896153123325,1.1679925860463454,100.2,100.6,-0.4,0.0,0.0,12131.9443398211,95.5185174531444,1,0.04481482546855601,2.0,24.0,23_24
2025-07-24 21:42:18,3.1408546716281305,2.340172644528889,0.0,72.70991948725847,1,出口浓度,1.8,连微,抽气式东星行测试,,33.2326782561326,55.13062274735937,1.2549819693726398,100.2,100.6,-0.4,0.0,0.0,12003.015471591088,95.5185174531444,1,0.04481482546855601,2.0,24.0,23_24
2025-07-24 21:44:12,0.0,1.4613579395912035,77.03769545609723,80.6926893840449,0,进口浓度,1.8,连微,抽气式东星行测试,,34.16465401631962,55.36153378790242,0.9959900392622036,100.2,100.6,-0.4,0.0,0.0,12986.137248082276,97.93631778605639,1,0.020636822139436045,1.0,25.0,25_26
2025-07-24 21:46:00,1.589813219159519,0.7099336918842116,0.0,64.82533732083189,1,出口浓度,1.8,连微,抽气式东星行测试,,32.54171546595775,58.84915000103414,1.4717961156212174,100.2,100.6,-0.4,0.0,0.0,12963.78256693752,97.93631778605639,1,0.020636822139436045,2.0,26.0,25_26
2025-07-24 21:47:28,0.0,1.5607169311274462,95.9433347937038,82.85999136989041,0,进口浓度,1.8,连微,抽气式东星行测试,,33.5099853985204,55.4814999557762,0.9526419210370828,100.2,100.6,-0.4,0.0,0.0,12874.553721690923,99.88661890320482,1,0.001133810967951827,1.0,27.0,27_28
2025-07-24 21:48:51,0.0,3.207714724985188,76.63430574422561,74.87517227592589,0,进口浓度,1.8,连微,抽气式东星行测试,,35.971387104310345,57.35835179070425,1.0674851838171573,100.2,100.6,-0.4,0.0,0.0,12978.724377026336,99.88661890320482,1,0.001133810967951827,1.0,27.0,27_28
2025-07-24 21:50:14,7.5733653327853,3.5244659396898843,75.19096072517615,77.60148701448678,2,出口浓度,1.8,连微,抽气式东星行测试,,33.85201560477912,59.31456385006511,1.3516602614621451,100.2,100.6,-0.4,0.0,0.0,12379.276468033791,89.92782475480526,1,0.1007217524519475,,,
2025-07-24 21:52:42,1.6262332149324277,-0.0818823102411052,72.03673324187969,64.96132331140844,2,出口浓度,1.8,连微,抽气式东星行测试,,35.50083269849491,59.5929395755907,1.0326766584265834,100.2,100.6,-0.4,0.0,0.0,12660.197685802286,97.7424945000324,1,0.022575054999676075,,,
2025-07-24 21:53:22,0.9992687786297348,3.3227337683078675,100.85367032218072,76.09550354450525,2,进口浓度,1.8,连微,抽气式东星行测试,,32.26916361155798,58.56366488487615,1.1491060157653443,100.2,100.6,-0.4,0.0,0.0,12672.023636872218,99.00918947675625,1,0.009908105232437594,,,
2025-07-24 21:55:06,42.48124969117853,0.745505005350273,95.8572189951394,74.13120790363311,2,进口浓度,1.8,连微,抽气式东星行测试,,33.75585124594984,58.23855885344457,1.0106103550657752,100.2,100.6,-0.4,0.0,0.0,12776.0636214647,55.68278515013814,1,0.4431721484986187,,,
2025-07-24 21:56:09,0.0977499276846138,4.948290097994581,54.65848249711821,65.69222036588707,2,出口浓度,1.8,连微,抽气式东星行测试,,35.66558813248627,58.45666201348172,1.0184668412861202,100.2,100.6,-0.4,0.0,0.0,12772.538212482124,99.82116238281996,1,0.00178837617180037,,,
2025-07-24 21:58:35,17.51157065328052,3.2716016891719315,78.21487829081177,83.5457962103244,2,进口浓度,1.8,连微,抽气式东星行测试,,34.08500421705969,57.48136123868082,1.4563128315692264,100.2,100.6,-0.4,0.0,0.0,12556.718118105236,77.610946873598,1,0.2238905312640201,,,
2025-07-24 22:00:05,3.9459411780336144,3.398662106481309,86.69321366619498,64.74776710382105,2,出口浓度,1.8,连微,抽气式东星行测试,,34.715000493145006,58.33510399590227,1.2603808079760253,100.2,100.6,-0.4,0.0,0.0,12344.41482977261,95.44838516054193,1,0.04551614839458061,,,
2025-07-24 23:57:26,40.5008027136523,0.5391334632055189,66.06109447125219,64.58187941043812,2,进口浓度,1.8,连微,抽气式东星行测试,,33.79914730331699,57.22646496113229,0.958318446126531,100.2,100.6,-0.4,0.0,0.0,12829.406285215033,38.69189870707178,1,0.6130810129292822,,,
2025-07-24 23:57:50,0.1074726398068281,0.6333495245657754,51.25314472314969,62.82722232122766,2,出口浓度,1.8,连微,抽气式东星行测试,,32.158190216828004,55.43670597023502,1.200056009347468,100.2,100.6,-0.4,0.0,0.0,12587.583688827644,99.79031015484541,1,0.002096898451545853,,,
2025-07-24 23:58:35,0.1035092488009025,-0.3763237938887618,66.48775132904407,67.66023641963854,2,出口浓度,1.8,连微,抽气式东星行测试,,33.21275210252463,60.4539649642408,1.237802503952937,100.2,100.6,-0.4,0.0,0.0,12190.02369763015,99.84431831919139,1,0.001556816808086066,,,
2025-07-25 00:01:13,0.0,2.2354044604977696,86.06077818795355,72.93558804424595,0,进口浓度,1.8,连微,抽气式东星行测试,,34.78250514281993,59.22261149605422,1.3890858856181945,100.2,100.6,-0.4,0.0,0.0,12239.330958963032,99.88661890320482,1,0.001133810967951827,1.0,27.0,27_28
2025-07-25 00:01:15,0.0977490252950411,0.068696859918814,0.0,60.60771855263197,1,出口浓度,1.8,连微,抽气式东星行测试,,34.59488535998045,56.85053370572157,1.276709771027539,100.2,100.6,-0.4,0.0,0.0,12882.81195236204,99.88661890320482,1,0.001133810967951827,2.0,28.0,27_28
2025-07-25 00:02:24,0.0,2.107735781456192,89.18679088858465,71.40746476958718,0,进口浓度,1.8,连微,抽气式东星行测试,,33.28093313915522,56.21876494753532,1.40001184008268,100.2,100.6,-0.4,0.0,0.0,12045.715447981094,99.26481005054701,1,0.007351899494529824,1.0,29.0,29_30
2025-07-25 00:04:30,0.0,2.183091003575055,91.2034683936672,63.95337408650267,0,进口浓度,1.8,连微,抽气式东星行测试,,34.213246254168695,58.50419139470799,1.062388168244397,100.2,100.6,-0.4,0.0,0.0,12295.192287507738,99.26481005054701,1,0.007351899494529824,1.0,29.0,29_30
2025-07-25 00:06:08,0.1015067211676501,-0.2495465691826819,0.0,62.264343382366846,1,出口浓度,1.8,连微,抽气式东星行测试,,32.982920065501375,58.30385519510245,1.099556070851933,100.2,100.6,-0.4,0.0,0.0,12337.564284036507,99.26481005054701,1,0.007351899494529824,2.0,30.0,29_30
2025-07-25 00:06:35,1.2247043348676412,2.711689353177203,0.0,64.98121662966042,1,出口浓度,1.8,连微,抽气式东星行测试,,33.84331599379282,59.39663342215011,1.296896013809109,100.2,100.6,-0.4,0.0,0.0,12139.958528580615,99.26481005054701,1,0.007351899494529824,2.0,30.0,29_30
2025-07-25 00:06:59,0.0,2.7755396075691308,69.48028287706776,73.69441048528863,0,进口浓度,1.8,连微,抽气式东星行测试,,35.828947575650574,58.14366649242448,1.0159499581513458,100.2,100.6,-0.4,0.0,0.0,12074.330411443025,99.87159373943658,1,0.0012840626056341642,1.0,31.0,31_32
2025-07-25 00:09:13,0.0,-0.5878609345052519,83.42030183502571,63.855013320897854,0,进口浓度,1.8,连微,抽气式东星行测试,,32.54996612198784,58.78420988759846,1.423880773343885,100.2,100.6,-0.4,0.0,0.0,12151.029646464744,99.87159373943658,1,0.0012840626056341642,1.0,31.0,31_32
2025-07-25 00:10:27,0.098166961604199,1.1063996286263402,0.0,54.11491308171059,1,出口浓度,1.8,连微,抽气式东星行测试,,34.55091436704262,60.603422326588,0.8790999295776681,100.2,100.6,-0.4,0.0,0.0,12659.284341989864,99.87159373943658,1,0.0012840626056341642,2.0,32.0,31_32
2025-07-25 00:12:07,0.0,0.863435521578765,79.2386717931066,63.95843655251636,0,进口浓度,1.8,连微,抽气式东星行测试,,34.88877088650288,58.21442861754355,1.0472424331657262,100.2,100.6,-0.4,0.0,0.0,12502.216032245437,94.22329272011149,1,0.05776707279888512,1.0,33.0,33_34
2025-07-25 00:12:46,4.577386121959354,0.9537809268539637,0.0,68.18310178380969,1,出口浓度,1.8,连微,抽气式东星行测试,,32.717067364067326,60.508293066754064,0.9131097279396304,100.2,100.6,-0.4,0.0,0.0,12240.968832313509,94.22329272011149,1,0.05776707279888512,2.0,34.0,33_34
2025-07-25 01:30:33,0.0,1.215800581726661,78.96931264835673,61.1421525255544,0,进口浓度,1.9,连微,抽气式东星行测试,,35.38131917816131,58.86944345165981,1.4477438749616058,100.2,100.6,-0.4,0.0,0.0,12977.32922328979,90.47799393355895,1,0.09522006066441059,1.0,35.0,35_36
2025-07-25 01:32:57,7.899234005130282,2.823719752212716,0.0,64.76447215859574,1,出口浓度,1.9,连微,抽气式东星行测试,,32.919065988404064,60.40763775414751,0.8613883685152807,100.2,100.6,-0.4,0.0,0.0,12566.784146990629,90.47799393355895,1,0.09522006066441059,2.0,36.0,35_36
2025-07-25 01:33:23,7.139691476876388,1.5615449401383654,0.0,54.5440049317042,1,出口浓度,1.9,连微,抽气式东星行测试,,34.17212279330224,58.94865544287421,1.450374742961545,100.2,100.6,-0.4,0.0,0.0,12850.427600104247,90.47799393355895,1,0.09522006066441059,2.0,36.0,35_36
2025-07-25 01:33:40,0.0,-1.0188137732154556,61.52115027598662,68.52219871534335,0,进口浓度,1.9,连微,抽气式东星行测试,,35.28360955114055,60.57324964151997,0.8728209438586105,100.2,100.6,-0.4,0.0,0.0,12563.958199623765,97.35543541482541,1,0.026445645851745872,1.0,37.0,37_38
2025-07-25 01:36:11,1.62696655259078,2.551627031093077,0.0,60.89059616557925,1,出口浓度,1.9,连微,抽气式东星行测试,,34.162249724022445,57.30307728449744,1.104499339897515,100.2,100.6,-0.4,0.0,0.0,12790.49808523415,97.35543541482541,1,0.026445645851745872,2.0,38.0,37_38
2025-07-25 01:36:29,0.0,1.3862462266697717,59.88314426795692,63.77388628235276,0,进口浓度,1.9,连微,抽气式东星行测试,,32.39074314943219,56.39286402636802,1.3682863064602269,100.2,100.6,-0.4,0.0,0.0,12605.168743200642,99.85790534521843,1,0.001420946547815719,1.0,39.0,39_40
2025-07-25 01:37:52,0.0,0.7868546298273549,74.55270790224687,70.00449657251193,0,进口浓度,1.9,连微,抽气式东星行测试,,33.30550658791142,58.80473768442841,1.4801516761380002,100.2,100.6,-0.4,0.0,0.0,12450.550194759691,99.85790534521843,1,0.001420946547815719,1.0,39.0,39_40
2025-07-25 01:39:35,0.092774111777235,0.7731988290594186,0.0,56.06486864741678,1,出口浓度,1.9,连微,抽气式东星行测试,,32.742951383581605,58.51525072726631,1.0077251516503691,100.2,100.6,-0.4,0.0,0.0,12772.16740413469,99.85790534521843,1,0.001420946547815719,2.0,40.0,39_40
2025-07-25 01:41:32,0.0982520482666804,-2.103987418308954,0.0,54.34558920586617,1,出口浓度,1.9,连微,抽气式东星行测试,,33.51999997233382,59.70334169122134,0.915399320591192,100.2,100.6,-0.4,0.0,0.0,12389.621975397156,99.85790534521843,1,0.001420946547815719,2.0,40.0,39_40
2025-07-25 01:42:43,0.0,2.1762608910200463,58.38715517645221,64.76264995045933,0,进口浓度,1.9,连微,抽气式东星行测试,,35.045385964803884,55.61338848467948,1.3474228582669876,100.2,100.6,-0.4,0.0,0.0,12430.97951597604,91.24862332865497,1,0.08751376671345028,1.0,41.0,41_42
2025-07-25 01:42:48,0.0,0.4541833752920714,72.82443163124182,61.34822057391263,0,进口浓度,1.9,连微,抽气式东星行测试,,32.35847536784155,58.32531883238544,1.2111361570583812,100.2,100.6,-0.4,0.0,0.0,12784.438724252808,91.24862332865497,1,0.08751376671345028,1.0,41.0,41_42
2025-07-25 01:44:19,5.7414100989950825,-2.470983831339757,0.0,56.67899782784238,1,出口浓度,1.9,连微,抽气式东星行测试,,35.11667642249762,59.34906306420875,1.42348683486213,100.2,100.6,-0.4,0.0,0.0,12992.730200128057,91.24862332865497,1,0.08751376671345028,2.0,42.0,41_42
2025-07-25 01:45:29,0.0,1.1456839488284627,72.7231729090925,62.01030875294797,0,进口浓度,1.9,连微,抽气式东星行测试,,33.07567585412059,56.61044078289527,1.1663469627140364,100.2,100.6,-0.4,0.0,0.0,12167.207400759133,99.86121426070574,1,0.0013878573929426519,1.0,43.0,43_44
2025-07-25 01:47:10,0.1009293931601308,-0.7465139971141043,0.0,62.580702698200106,1,出口浓度,1.9,连微,抽气式东星行测试,,33.44449964915811,60.66533377378836,0.8231808466759756,100.2,100.6,-0.4,0.0,0.0,12495.802436722865,99.86121426070574,1,0.0013878573929426519,2.0,44.0,43_44
2025-07-25 03:36:11,0.0,-1.055502113686941,94.9789999990254,69.06891564220463,0,进口浓度,1.9,连微,抽气式东星行测试,,35.78911568806446,56.20510893221243,1.3384053428910812,100.2,100.6,-0.4,0.0,0.0,12964.574623094792,95.73954344007944,1,0.042604565599205564,1.0,45.0,45_46
2025-07-25 03:36:20,7.993449985060236,-0.8013110905196807,0.0,66.10800347249044,1,出口浓度,1.9,连微,抽气式东星行测试,,33.96402925156841,58.45527568974976,1.4220092061051028,100.2,100.6,-0.4,0.0,0.0,12376.055302324146,95.73954344007944,1,0.042604565599205564,2.0,46.0,45_46
2025-07-25 03:40:07,0.0996280869506087,-1.866673058328012,0.0,64.01028732779724,1,出口浓度,1.9,连微,抽气式东星行测试,,34.36890813700154,58.27377451270493,1.1431999007550888,100.2,100.6,-0.4,0.0,0.0,12550.099156997472,95.73954344007944,1,0.042604565599205564,2.0,46.0,45_46
2025-07-25 03:43:29,0.0,1.2334682050242538,80.50385072035276,70.24681363154284,0,进口浓度,1.9,连微,抽气式东星行测试,,33.165324831941184,59.15701167594606,1.3543633714584975,100.2,100.6,-0.4,0.0,0.0,12795.656835995956,99.86531358537731,1,0.0013468641462268897,1.0,47.0,47_48
2025-07-25 03:44:12,0.1084277501684449,0.4458192917337616,0.0,65.12205582419529,1,出口浓度,1.9,连微,抽气式东星行测试,,32.9680846706832,58.95197781119391,1.3425631824783757,100.2,100.6,-0.4,0.0,0.0,12789.076763220062,99.86531358537731,1,0.0013468641462268897,2.0,48.0,47_48
