创建时间,企业名称,设备名称,出口voc,出口voc前一小时平均值,进口voc,进口voc前一小时平均值,氧气,风管内温度值,风管内湿度值,风管内风速值,出口风压值,进口风压值,风管压差,进口产生量kg,出口排放量kg,处理效率,风量,进口0出口1
2025/7/10 23:56,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.42,62.45,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:56,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.43,62.38,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:56,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.42,62.33,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:56,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.43,62.31,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:55,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.46,62.17,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:55,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.48,62.15,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:55,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.48,62.16,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:55,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.49,62.16,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:55,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.49,62.21,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:55,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.50,62.32,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:54,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.50,62.30,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:54,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.50,62.26,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:54,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.50,62.20,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:54,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.50,62.21,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:54,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.50,62.37,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:54,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.50,62.43,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:53,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.50,62.35,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:53,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.50,62.33,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:53,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.49,62.27,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:53,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.48,62.28,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:53,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.48,62.35,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:53,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.47,62.43,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:52,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.42,62.37,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:52,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.43,62.36,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:52,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.43,62.32,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:52,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.44,62.35,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:52,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.45,62.33,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:52,连微,抽气式东星行测试,0.00,0.00,1.60,0.05,,32.44,62.29,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:51,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.44,62.21,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:51,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.45,62.27,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:51,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.47,62.23,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:51,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.46,62.24,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:51,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.48,62.25,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:51,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.48,62.27,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:50,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.48,62.25,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:50,连微,抽气式东星行测试,0.00,0.00,0.00,0.05,,32.49,62.20,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:50,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.50,62.25,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:50,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.50,62.17,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:50,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.49,62.17,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:50,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.50,62.23,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:49,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.50,62.20,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:49,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.49,62.24,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:49,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.48,62.29,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:49,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.48,62.27,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:49,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.49,62.14,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:49,连微,抽气式东星行测试,0.00,0.00,0.10,0.06,,32.49,62.18,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:48,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.49,62.25,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:48,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.50,62.31,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:48,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.49,62.34,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:48,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.48,62.38,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:48,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.48,62.23,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:48,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.47,62.32,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:47,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.47,62.26,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:47,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.45,62.33,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:47,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.43,62.27,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:47,连微,抽气式东星行测试,0.00,0.00,1.40,0.05,,32.44,62.36,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:47,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.45,62.34,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:47,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.45,62.27,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:46,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.47,62.13,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:46,连微,抽气式东星行测试,0.00,0.00,1.00,0.06,,32.47,62.24,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:46,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.47,62.19,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:46,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.48,62.20,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:46,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.48,62.23,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:46,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.48,62.21,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:45,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.49,62.23,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:45,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.49,62.15,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:45,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.48,62.16,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:45,连微,抽气式东星行测试,0.00,0.00,0.00,0.06,,32.48,62.16,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:45,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.48,62.17,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:44,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.47,62.28,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:44,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.47,62.19,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:44,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.46,62.24,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:44,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.45,62.23,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:44,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.44,62.25,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:44,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.43,62.42,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:43,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.41,62.42,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:43,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.41,62.32,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:43,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.40,62.30,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:43,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.40,62.19,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:43,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.40,62.10,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:43,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.43,62.04,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:42,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.45,62.07,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:42,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.45,62.09,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:42,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.47,62.08,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:42,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.49,62.18,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:42,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.50,62.10,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:42,连微,抽气式东星行测试,0.00,0.00,0.00,0.07,,32.49,62.12,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:41,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.49,62.05,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:41,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.50,62.01,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:41,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.50,61.90,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:41,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.50,62.01,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:41,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,62.12,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:41,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.52,62.07,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:40,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,62.09,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:40,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,62.12,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:40,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,61.99,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:40,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.52,62.01,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:40,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.52,62.02,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:40,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,62.04,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:39,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.53,62.07,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:39,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.53,62.10,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:39,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.52,62.10,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:39,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.54,61.96,0.00,100.40,100.48,-0.08,0.00,0.00,100.00,0.00,0
2025/7/10 23:39,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.55,61.99,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:39,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.55,61.99,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:38,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.54,61.93,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:38,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.54,62.04,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:38,连微,抽气式东星行测试,0.00,0.00,0.70,0.08,,32.54,62.10,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:38,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.56,61.97,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:38,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.56,61.98,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:38,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.57,61.96,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:37,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.55,62.05,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:37,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.56,61.93,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:37,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.56,62.06,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:37,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.56,61.97,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:37,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.53,62.02,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:37,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.53,61.92,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:36,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.52,62.02,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:36,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.50,62.04,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:36,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,62.02,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:36,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.50,62.01,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:36,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,61.97,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:36,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,61.98,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:35,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,62.00,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:35,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,62.06,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:35,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,62.02,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:35,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.52,61.94,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:35,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.51,61.92,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:35,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.53,61.90,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:34,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.54,61.84,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:34,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.57,61.86,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:34,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.58,61.86,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:34,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.57,61.81,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:34,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.59,61.84,0.00,100.40,100.49,-0.09,0.00,0.00,100.00,0.00,0
2025/7/10 23:34,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.58,61.88,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:33,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.59,61.98,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:33,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.58,62.20,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:33,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.59,62.08,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:33,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.58,61.87,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:33,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.58,61.99,0.00,100.30,100.49,-0.19,0.00,0.00,100.00,0.00,0
2025/7/10 23:32,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.57,62.01,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:32,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.57,61.98,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:32,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.58,61.94,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
2025/7/10 23:32,连微,抽气式东星行测试,0.00,0.00,0.00,0.08,,32.57,61.87,0.00,100.30,100.48,-0.18,0.00,0.00,100.00,0.00,0
