时间,炉号,预警/报警类型,预警/报警事件
2025-05-25 08:48:00,1,预警,1#炉氧含量异常（高）
2025-05-25 08:50:00,1,预警,1#炉氧含量异常（高）
2025-05-25 08:52:00,1,预警,1#炉氧含量异常（高）
2025-05-25 08:54:00,2,预警,2#炉氧含量异常（高）
2025-05-25 08:54:00,1,预警,1#炉氧含量异常（高）
2025-05-25 08:56:00,1,预警,1#炉氧含量异常（高）
2025-05-25 08:58:00,1,预警,1#炉氧含量异常（高）
2025-05-25 09:00:00,1,预警,1#炉氧含量异常（高）
2025-05-25 09:02:00,1,预警,1#炉氧含量异常（高）
2025-05-25 09:04:00,1,预警,1#炉氧含量异常（高）
2025-05-25 09:12:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:14:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:18:00,1,预警,1#炉氧含量异常（高）
2025-05-25 09:20:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:22:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:24:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:34:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:36:00,1,预警,1#炉氧含量异常（高）
2025-05-25 09:38:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:40:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:42:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:44:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:46:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:48:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:50:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:52:00,1,预警,1#炉氧含量异常（高）
2025-05-25 09:52:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:54:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:56:00,1,预警,1#炉氧含量异常（高）
2025-05-25 09:56:00,2,预警,2#炉氧含量异常（高）
2025-05-25 09:58:00,1,预警,1#炉氧含量异常（高）
2025-05-25 09:58:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:00:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:00:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:02:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:02:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:04:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:04:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:06:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:06:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:08:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:08:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:10:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:10:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:12:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:12:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:14:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:14:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:16:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:16:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:18:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:22:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:24:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:26:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:26:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:28:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:30:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:34:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:34:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:36:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:36:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:38:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:38:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:40:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:40:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:42:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:42:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:44:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:46:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:46:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:48:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:48:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:50:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:50:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:52:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:52:00,2,预警,2#炉氧含量异常（高）
2025-05-25 10:54:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:56:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:58:00,1,预警,1#炉氧含量异常（高）
2025-05-25 10:58:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:00:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:00:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:02:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:02:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:04:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:04:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:06:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:06:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:08:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:10:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:10:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:12:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:12:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:14:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:14:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:16:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:18:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:18:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:20:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:20:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:22:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:22:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:24:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:26:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:28:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:30:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:32:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:34:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:36:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:40:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:44:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:44:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:46:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:48:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:50:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:54:00,1,预警,1#炉氧含量异常（高）
2025-05-25 11:56:00,2,预警,2#炉氧含量异常（高）
2025-05-25 11:58:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:00:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:00:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:02:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:02:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:04:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:04:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:06:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:06:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:08:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:08:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:14:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:16:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:16:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:18:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:18:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:20:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:22:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:24:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:26:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:28:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:30:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:32:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:34:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:36:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:38:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:40:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:42:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:42:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:44:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:46:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:48:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:50:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:52:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:52:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:54:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:54:00,1,预警,1#炉氧含量异常（高）
2025-05-25 12:56:00,2,预警,2#炉氧含量异常（高）
2025-05-25 12:58:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:00:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:02:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:04:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:06:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:14:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:18:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:20:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:22:00,1,预警,1#炉氧含量异常（高）
2025-05-25 13:24:00,1,预警,1#炉氧含量异常（高）
2025-05-25 13:26:00,1,预警,1#炉氧含量异常（高）
2025-05-25 13:28:00,1,预警,1#炉氧含量异常（高）
2025-05-25 13:34:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:36:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:38:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:40:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:42:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:44:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:46:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:48:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:50:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:52:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:54:00,2,预警,2#炉氧含量异常（高）
2025-05-25 13:58:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:00:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:02:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:12:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:14:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:16:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:18:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:18:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:20:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:22:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:24:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:24:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:26:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:26:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:28:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:28:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:30:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:30:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:32:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:32:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:34:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:36:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:36:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:38:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:38:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:40:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:40:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:42:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:42:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:46:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:46:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:48:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:48:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:50:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:50:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:52:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:52:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:54:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:54:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:56:00,2,预警,2#炉氧含量异常（高）
2025-05-25 14:56:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:58:00,1,预警,1#炉氧含量异常（高）
2025-05-25 14:58:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:00:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:00:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:02:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:02:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:04:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:04:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:06:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:06:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:08:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:08:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:10:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:10:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:12:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:12:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:14:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:14:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:16:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:16:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:18:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:20:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:20:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:22:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:24:00,1,预警,1#炉氧含量异常（高）
2025-05-25 15:24:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:26:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:28:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:30:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:32:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:34:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:36:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:38:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:40:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:42:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:44:00,2,预警,2#炉氧含量异常（高）
2025-05-25 15:44:00,1,预警,1#炉氧含量异常（高）
