时间,炉号,预警/报警类型,预警/报警事件
2025-05-29 00:12:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:12:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:12:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:12:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:14:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:14:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:14:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:14:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:14:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:14:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:15:00,1,预警,瞬时低炉温焚烧
2025-05-29 00:16:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:16:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:16:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:16:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:16:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:16:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:18:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:18:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:18:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:18:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:18:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:18:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:20:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:20:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:20:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:20:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:20:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:20:00,1,预警,瞬时低炉温焚烧
2025-05-29 00:20:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:22:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:22:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:22:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:22:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:22:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:22:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:24:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:24:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:24:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:24:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:24:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:24:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:25:00,1,预警,瞬时低炉温焚烧
2025-05-29 00:26:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:26:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:26:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:26:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:26:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:26:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:28:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:28:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:28:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:28:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:28:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:28:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:30:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:30:00,1,预警,瞬时低炉温焚烧
2025-05-29 00:30:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:30:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:30:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:30:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:30:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:32:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:32:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:32:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:32:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:32:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:32:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:34:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:34:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:34:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:34:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:34:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:34:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:35:00,1,预警,瞬时低炉温焚烧
2025-05-29 00:36:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:36:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:36:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:36:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:36:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:36:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:38:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:38:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:38:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:38:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:38:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:38:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:40:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:40:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:40:00,1,预警,瞬时低炉温焚烧
2025-05-29 00:40:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:40:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:40:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:40:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:42:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:42:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:42:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:42:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:42:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:42:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:44:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:44:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:44:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:44:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:44:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:44:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:45:00,1,预警,瞬时低炉温焚烧
2025-05-29 00:46:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:46:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:46:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:46:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:46:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:46:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:48:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:48:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:48:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:48:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:48:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:48:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:50:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:50:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:50:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:50:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:50:00,1,预警,瞬时低炉温焚烧
2025-05-29 00:50:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:50:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:52:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:52:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:52:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:52:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:52:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:52:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:54:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:54:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:54:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:54:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:54:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:54:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:55:00,1,预警,瞬时低炉温焚烧
2025-05-29 00:56:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:56:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:56:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:56:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:56:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:56:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 00:58:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 00:58:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 00:58:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 00:58:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 00:58:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 00:58:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:00:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:00:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:00:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:00:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:00:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:00:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:00:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:02:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:02:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:02:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:02:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:02:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:02:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:04:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:04:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:04:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:04:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:04:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:04:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:05:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:05:00,3,预警,瞬时低炉温焚烧
2025-05-29 01:06:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:06:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:06:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:06:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:06:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:06:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:08:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:08:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:08:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:08:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:08:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:08:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:10:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:10:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:10:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:10:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:10:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:10:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:10:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:12:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:12:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:12:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:12:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:12:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:12:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:14:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:14:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:14:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:14:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:14:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:14:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:15:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:16:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:16:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:16:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:16:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:16:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:16:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:18:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:18:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:18:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:18:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:18:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:18:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:20:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:20:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:20:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:20:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:20:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:20:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:20:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:22:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:22:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:22:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:22:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:22:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:22:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:24:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:24:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:24:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:24:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:24:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:24:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:25:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:26:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:26:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:26:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:26:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:26:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:26:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:28:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:28:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:28:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:28:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:28:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:28:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:30:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:30:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:30:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:30:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:30:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:30:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:30:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:32:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:32:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:32:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:32:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:32:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:32:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:34:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:34:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:34:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:34:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:34:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:34:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:35:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:36:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:36:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:36:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:36:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:36:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:36:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:38:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:38:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:38:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:38:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:38:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:38:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:40:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:40:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:40:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:40:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:40:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:40:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:40:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:42:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:42:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:42:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:42:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:42:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:42:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:44:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:44:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:44:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:44:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:44:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:44:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:45:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:46:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:46:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:46:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:46:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:46:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:46:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:48:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:48:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:48:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:48:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:48:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:48:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:50:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:50:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:50:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:50:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:50:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:50:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:50:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:52:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:52:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:52:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:52:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:52:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:52:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:54:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:54:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:54:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:54:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:54:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:54:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:55:00,1,预警,瞬时低炉温焚烧
2025-05-29 01:56:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:56:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:56:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:56:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:56:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:56:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 01:58:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 01:58:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 01:58:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 01:58:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 01:58:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 01:58:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 02:00:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 02:00:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 02:00:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 02:00:00,1,预警,瞬时低炉温焚烧
2025-05-29 02:00:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 02:00:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 02:00:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 02:02:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 02:02:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 02:02:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 02:02:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 02:02:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 02:02:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 02:04:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 02:04:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 02:04:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 02:04:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 02:04:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 02:04:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 02:05:00,1,预警,瞬时低炉温焚烧
2025-05-29 02:06:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 02:06:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 02:06:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 02:06:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 02:06:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 02:06:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 02:08:00,3,预警,布袋除尘器压力损失偏高
2025-05-29 02:08:00,1,预警,焚烧炉出口氧含量偏高
2025-05-29 02:08:00,3,预警,焚烧炉出口氧含量偏高
2025-05-29 02:08:00,2,预警,焚烧炉出口氧含量偏高
2025-05-29 02:08:00,2,预警,布袋除尘器压力损失偏低
2025-05-29 02:08:00,1,预警,布袋除尘器压力损失偏低
2025-05-29 02:10:00,2,预警,布袋除尘器压力损失偏低
